ID;Catégorie d’aléa;Type d’aléa (scénario);Description aléa;Famille de risque;Exemple de risque (intitulé);Description détaillée du risque;Exemples concrets;Impacts potentiels;Mesures de prévention;Mesures de mitigation;Probabilité;Gravité;Criticité;Tags
43;Accident;TMD – fuite;Perte de confinement lors d’un transport de matières dangereuses;Juridique / conformité;Mise en cause pénale (accident grave, mise en danger, pollution);Mise en cause pénale (accident grave, mise en danger, pollution) — Dans le contexte « TMD – fuite » (Accident). Perte de confinement lors d’un transport de matières dangereuses. Points sensibles : périmètre, NRBC, dépollution.;Exemple : TMD – fuite → mise en cause pénale (accident grave, mise en danger, pollution) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;périmètre, NRBC, dépollution
44;Accident;TMD – fuite;Perte de confinement lors d’un transport de matières dangereuses;Juridique / conformité;Contentieux contractuels (pénalités, retards, responsabilités);Contentieux contractuels (pénalités, retards, responsabilités) — Dans le contexte « TMD – fuite » (Accident). Perte de confinement lors d’un transport de matières dangereuses. Points sensibles : périmètre, NRBC, dépollution.;Exemple : TMD – fuite → contentieux contractuels (pénalités, retards, responsabilités) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;périmètre, NRBC, dépollution
45;Accident;TMD – fuite;Perte de confinement lors d’un transport de matières dangereuses;Financier;Coûts de réparation et de remise en état (ouvrages, équipements);Coûts de réparation et de remise en état (ouvrages, équipements) — Dans le contexte « TMD – fuite » (Accident). Perte de confinement lors d’un transport de matières dangereuses. Points sensibles : périmètre, NRBC, dépollution.;Exemple : TMD – fuite → coûts de réparation et de remise en état (ouvrages, équipements) (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;périmètre, NRBC, dépollution
46;Accident;TMD – fuite;Perte de confinement lors d’un transport de matières dangereuses;Financier;Hausse des primes, franchises et difficultés d’assurabilité;Hausse des primes, franchises et difficultés d’assurabilité — Dans le contexte « TMD – fuite » (Accident). Perte de confinement lors d’un transport de matières dangereuses. Points sensibles : périmètre, NRBC, dépollution.;Exemple : TMD – fuite → hausse des primes, franchises et difficultés d’assurabilité (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;périmètre, NRBC, dépollution
47;Accident;TMD – fuite;Perte de confinement lors d’un transport de matières dangereuses;Image / réputation;Médiatisation nationale / locale et perte de confiance;Médiatisation nationale / locale et perte de confiance — Dans le contexte « TMD – fuite » (Accident). Perte de confinement lors d’un transport de matières dangereuses. Points sensibles : périmètre, NRBC, dépollution.;Exemple : TMD – fuite → médiatisation nationale / locale et perte de confiance (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;périmètre, NRBC, dépollution
48;Accident;TMD – fuite;Perte de confinement lors d’un transport de matières dangereuses;Image / réputation;Perception d’impréparation ou de manque de transparence;Perception d’impréparation ou de manque de transparence — Dans le contexte « TMD – fuite » (Accident). Perte de confinement lors d’un transport de matières dangereuses. Points sensibles : périmètre, NRBC, dépollution.;Exemple : TMD – fuite → perception d’impréparation ou de manque de transparence (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;périmètre, NRBC, dépollution
49;Accident;TMD – fuite;Perte de confinement lors d’un transport de matières dangereuses;Géopolitique / institutionnel;Intervention de l’État / autorités (préfecture, inspection, régulateur);Intervention de l’État / autorités (préfecture, inspection, régulateur) — Dans le contexte « TMD – fuite » (Accident). Perte de confinement lors d’un transport de matières dangereuses. Points sensibles : périmètre, NRBC, dépollution.;Exemple : TMD – fuite → intervention de l’état / autorités (préfecture, inspection, régulateur) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;périmètre, NRBC, dépollution
50;Accident;TMD – fuite;Perte de confinement lors d’un transport de matières dangereuses;Géopolitique / institutionnel;Priorisation nationale des ressources (énergie, santé, sécurité);Priorisation nationale des ressources (énergie, santé, sécurité) — Dans le contexte « TMD – fuite » (Accident). Perte de confinement lors d’un transport de matières dangereuses. Points sensibles : périmètre, NRBC, dépollution.;Exemple : TMD – fuite → priorisation nationale des ressources (énergie, santé, sécurité) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;périmètre, NRBC, dépollution
51;Accident;TMD – fuite;Perte de confinement lors d’un transport de matières dangereuses;Informatique / numérique;Perte du SI local (supervision, communications, annuaire, outils métier);Perte du SI local (supervision, communications, annuaire, outils métier) — Dans le contexte « TMD – fuite » (Accident). Perte de confinement lors d’un transport de matières dangereuses. Points sensibles : périmètre, NRBC, dépollution.;Exemple : TMD – fuite → perte du si local (supervision, communications, annuaire, outils métier) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;périmètre, NRBC, dépollution
52;Accident;TMD – fuite;Perte de confinement lors d’un transport de matières dangereuses;Informatique / numérique;Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS);Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS) — Dans le contexte « TMD – fuite » (Accident). Perte de confinement lors d’un transport de matières dangereuses. Points sensibles : périmètre, NRBC, dépollution.;Exemple : TMD – fuite → cyberattaque opportuniste pendant la crise (phishing, ransom, ddos) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;périmètre, NRBC, dépollution
53;Accident;TMD – fuite;Perte de confinement lors d’un transport de matières dangereuses;Défaillance / résilience;Effet domino multi-réseaux (énergie + télécom + eau);Effet domino multi-réseaux (énergie + télécom + eau) — Dans le contexte « TMD – fuite » (Accident). Perte de confinement lors d’un transport de matières dangereuses. Points sensibles : périmètre, NRBC, dépollution.;Exemple : TMD – fuite → effet domino multi-réseaux (énergie + télécom + eau) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;périmètre, NRBC, dépollution
54;Accident;TMD – fuite;Perte de confinement lors d’un transport de matières dangereuses;Défaillance / résilience;Défaillance d’un acteur clé (prestataire, fournisseur, opérateur);Défaillance d’un acteur clé (prestataire, fournisseur, opérateur) — Dans le contexte « TMD – fuite » (Accident). Perte de confinement lors d’un transport de matières dangereuses. Points sensibles : périmètre, NRBC, dépollution.;Exemple : TMD – fuite → défaillance d’un acteur clé (prestataire, fournisseur, opérateur) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;périmètre, NRBC, dépollution
55;Accident;Incendie d’équipement;Départ de feu sur engin ou local technique;Opérationnel;Arrêt immédiat des activités et sécurisation du périmètre;Arrêt immédiat des activités et sécurisation du périmètre — Dans le contexte « Incendie d’équipement » (Accident). Départ de feu sur engin ou local technique. Points sensibles : fumées, arrêt, dommages matériels.;Exemple : Incendie d’équipement → arrêt immédiat des activités et sécurisation du périmètre (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;fumées, arrêt, dommages matériels
